Title,Year,Link,Abstract
,2017,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2017.02240/full,"Introduction: Impulsivity is a core characteristic of bipolar disorder and it was observed as elevated in individuals with the disorder and in their relatives. Both impulsivity and history of maltreatment are risk factors for suicide attempts, however, these two key variables may not be independent, given the fact that parental impulsivity and associated social context could increase the risk of child maltreatment. In this study it was examined the association between the impulsivity of relatives and child maltreatment taking into consideration the conjoint and unique effects of these two variables on the risk of suicide attempts among the patients.Materials and Methods: Participants of the study consisted of patients diagnosed with bipolar disorder and first-degree relatives. Linear regression model was conducted to describe associations between facets of impulsivity of relatives and levels of child maltreatment reported by patients. The independent associations of suicide attempt history with the dimensions of impulsivity of the patient and maltreatment were tested by multinomial logistic regression.Results: Impulsivity of relatives and, more specifically, inhibitory control can predict the maltreatment of the patient. Inhibitory control and emotional abuse were related, conjointly, to a greater likelihood of having a history of more than one suicide attempt.Discussion: Considering that the impulsivity of relatives predicts child maltreatment, it is possible that a genetically shared impulsivity is an underlying feature associated with the history of multiple suicide attempts. These findings highlight the importance of considering child maltreatment, impulsivity and suicide attempt history in integrative models."
,2017,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2017.02284/full,"The function of empathic concern to process pain is a product of evolutionary adaptation. Focusing on - to -year old children, the current study employed eye-tracking in an odd-one-out task and a pain evaluation task to investigate the relationship between children’s empathy and their behavioral and perceptual response to facial pain expression. We found children detected painful expression faster than others , children high in empathy performed better on searching facial expression of pain, and gave higher evaluation of pain intensity; and rating for pain in painful expressions was best predicted by a self-reported empathy score. As for eye-tracking in pain detection, children fixated on pain more quickly, less frequently and for shorter times. Of facial clues, children fixated on eyes and mouth more quickly, more frequently and for longer times. These results implied that painful facial expression was different from others in a cognitive sense, and children’s empathy might facilitate their search and make them perceive the intensity of observed pain on the higher side."
,2017,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2017.02254/full,"From art portraits, the observer may derive at least two different hedonic values: The attractiveness of the depicted person and the artistic beauty of the image that relates to the way of presentation. We argue that attractiveness is a property that is predominantly driven by perceptual processes, while the perception of artistic beauty is based predominantly on cognitive processing. To test this hypothesis, we conducted two behavioral experiments. In a gist study , we showed that ratings on attractiveness were higher after short-term presentation than after long-term presentation , while the opposite pattern was found for artistic beauty. In an experiment on perceptual contrast , we showed that the perceptual contrast effect was stronger for attractiveness than for artistic beauty. These results are compatible with our hypothesis that appreciation of artistic beauty is cognitively modulated at least in part, while processing of attractiveness is predominantly driven perceptually. This dichotomy between cognitive and perceptual processing of different kinds of beauty suggests the participation of different neuronal mechanisms."
,2017,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2017.02266/full,"Beneficial effects of repetitive transcranial magnetic stimulation on left dorsolateral prefrontal cortex have been consistently shown for treating various neuropsychiatrical or neuropsychological disorders, but relatively little is known about its neural mechanisms. Here we conducted a randomized, double-blind, SHAM-controlled study to assess the effects of high-frequency left DLPFC rTMS on resting-state activity. Thirty-eight young healthy subjects received two sessions of either real rTMS or SHAM TMS and functional magnetic resonance imaging scan during rest in days separated by h. Resting-state bran activity was measured with the fractional amplitude of low-frequency fluctuation and functional connectivity . Increased fALFF was found in rostral anterior cingulate cortex after Hz rTMS, while no changes were observed after SHAM stimulation. Using the suprathreshold rACC cluster as the seed, increased FC was found in left temporal cortex . These data suggest that high-frequency rTMS on left DLPFC enhances low-frequency resting-state brain activity in the target site and remote sites as reflected by fALFF and FC."
,2017,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2017.02282/full,"The main aim of our study was to determinate whether a repeated bout of sprint interval cycling exercise is sufficient to mitigate SIE-induced psychological and physiological biomarker kinetics within h after the exercise. Ten physically active men performed the FB of SIE on one day and the RB weeks later. The following parameters were measured: motor performance ; stress markers [brain-derived neurotrophic factor , cortisol, norepinephrine, and epinephrine]; inflammatory markers ; metabolic markers ; muscle and rectal temperature; cycling power output; and psychological perceptions. The average cycling power output and neuromuscular fatigue after exercise did not differ between the FB and RB. There were significant decreases in cortisol and BDNF concentration at h and h after the FB, respectively. The decrease in cortisol concentration observed h after exercise was significantly greater after the RB than after the FB. The immune-metabolic response to the RB SIE was suppressed and accompanied by lower psychological exertion. Most of the changes in psychological and physiological biomarkers in the FB and RB were closely related to the response kinetics of changes in BDNF concentration."
,2017,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2017.02255/full,"Evolutionary theory was applied to Reeder and Brewer's schematic theory and Trafimow's affect theory to extend this area of research with five new predictions involving affect and ability attributions, comparing morality and ability attributions, gender differences, and reaction times for affect and attribution ratings. The design included a × × × × × × mixed design. All factors were within participants except the order and participant gender. Participants were presented with different scenarios in which an actor engaged in a concrete behavior after which they made attributions and rated their affect in response to the behavior. Reaction times were measured during attribution and affect ratings. In general, the findings from the experiment supported the new predictions. Affect was related to attributions for both morality and ability related behaviors. Morality related behaviors received more extreme attribution and affect ratings than ability related behaviors. Female actors received stronger attribution and affect ratings for diagnostic morality behaviors compared to male actors. Male and female actors received similar attribution and affect ratings for diagnostic ability behaviors. Diagnostic behaviors were associated with lower reaction times than non-diagnostic behaviors. These findings demonstrate the utility of evolutionary theory in creating new hypotheses and empirical findings in the domain of attribution."
,2017,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2017.02263/full,"Different math indices can be used to assess math potential at school entry. We evaluated whether standardized math achievement , core number abilities , non-verbal intelligence and visuo-spatial working memory , in combination or separately, predicted mental addition problem solving speed over time. We assessed children’s TEMA-, magnitude comparison, dot enumeration, and VSWM abilities at school entry and NVIQ at years. Mental addition problem solving speed was assessed at , , and years. Longitudinal path analysis supported a model in which dot enumeration performance ability profiles and previous mental addition speed predicted future mental addition speed on all occasions, supporting a componential account of math ability. Standardized math achievement and NVIQ predicted mental addition speed at specific time points, while VSWM and symbolic magnitude comparison did not contribute unique variance to the model. The implications of using standardized math achievement and dot enumeration ability to index math learning potential at school entry are discussed."
,2017,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2017.02241/full,"The goal of this study was to investigate the effect of predictability on dual-task performance in a continuous tracking task. Participants practiced either informed or uninformed about a repeated segment in the curves they had to track. In Experiment participants practices the tracking task only, dual-task performance was assessed after by combining the tracking task with an auditory reaction time task. Results showed both groups learned equally well and tracking performance on a predictable segment in the dual-task condition was better than on random segments. However, reaction times did not benefit from a predictable tracking segment. To investigate the effect of learning under dual-task situation participants in Experiment practiced the tracking task while simultaneously performing the auditory reaction time task. No learning of the repeated segment could be demonstrated for either group during the training blocks, in contrast to the test-block and retention test, where participants performed better on the repeated segment in both dual-task and single-task conditions. Only the explicit group improved from test-block to retention test. As in Experiment , reaction times while tracking a predictable segment were no better than reaction times while tracking a random segment. We concluded that predictability has a positive effect only on the predictable task itself possibly because of a task-shielding mechanism. For dual-task training there seems to be an initial negative effect of explicit instructions, possibly because of fatigue, but the advantage of explicit instructions was demonstrated in a retention test. This might be due to the explicit memory system informing or aiding the implicit memory system."
,2017,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2017.02270/full,"This study was designed to explore whether children's representations of attachment contribute to the co-construction of positive teacher–child relationships. An assessment of verbal intelligence was included as a predictor on the assumption that teachers might perceive themselves as having better relationships with more verbally competent children. Participants were children from two pre-schools, in the district of Lisbon. The Attachment Story Completion Task was used to assess children's attachment security. The PCV-P was used to describe teacher–child relationships through teachers' ratings of child secure base behavior and emotion regulation and the Wechsler Preschool and Primary Scale of Intelligence was used to access verbal skills. Bivariate correlations showed that the teachers' rating of child secure base behavior was significantly associated with both child attachment security and verbal IQ. In a multiple regression analysis, the overall model R was significant, as was the interaction term showing a moderating effect of attachment security on the relation between verbal IQ and teachers' ratings of secure base. The results suggest that co-construction of a close attachment-relevant relationship with teachers in early childhood is, in part, a function of the security in the context of parent-child attachment, but also of child verbal development."
,2017,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2017.02252/full,"Objective: The demands of parenting are usually associated with some stress, and elevated levels of stress may affect the parent–child relationships and parenting practices. This is especially the case of families where children have special needs conditions or disorders, like Attention Deficit Hyperactivity Disorder .Method: This study examined parenting stress among mothers of children and adolescents with ADHD. The sample comprised mothers of girls and boys aged – years old.Results: Mothers reported their own stress levels as well as the children and adolescents’ variables and family–contextual variables . Hierarchical multiple regression showed that negative impact on social life and conduct problems were the strongest predictors of mother’s stress. Bootstrap mediation analyses revealed that the association between child and adolescent’s ADHD and parenting stress was mediated by children’s conduct problems and by negative impact on family’s social life, and not by children’s emotional problems nor by mother’s perceived social support. The mediation analysis also suggested a pathway from child/adolescent’s ADHD through children’s conduct problems and then through their negative impact on family’s social life to mother’s parenting stress.Conclusion: These results suggest that both child/adolescent’s and family factors should be considered in the designing of interventions for reducing parenting stress in families of children and adolescents with ADHD."
