Title,Year,Link,Abstract
,2024,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1497946/full,"Background: The Hospital Anxiety and Depression Scale despite being widely studied in various populations, there is still no consensus on its factor structure. Our study aims to evaluate the psychometric properties of HADS in people with cancer.Methods: Our study was cross-sectional and non-probabilistic. It involved patients diagnosed with cancer, over years old, and were treated in a public institution specialized in cancer. The Hospital Anxiety and Depression Scale, the Beck Anxiety Inventory and the Beck Depression Inventory were used. Internal structure, measurement invariance, relationship with other variables and reliability were evaluated.Results: It was found that HADS is best suited to a bifactorial structure where there is one general factor and two specific factors . HADS proves to be invariant according to sex and years of education. It is moderately related to Beck Anxiety Inventory and Beck Depression Inventory. Also, it presents acceptable levels of reliability and relationship with instruments used in the diagnosis of anxiety and depression.Conclusion: HADS is best suited to a bifactorial structure in a cancer population, comparisons can be made for both men and women and according to years of education. Its brevity, versatility, hospital-focused design and extensive study make HADS a very important instrument in the detection of anxiety and depression in cancer patients."
,2024,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1473148/full,"Social media users continually face challenges of unauthorized monitoring and access to their data. Beyond the illicit collection of personal information by others, the risk of privacy leakage also stems from users' own information-sharing behaviors. This study aims to construct a predictive model of factors influencing social media users' privacy disclosure behavior. Focusing on WeChat, the most widely used social media platform in China, this study collected , valid online questionnaires from users in mainland China. Through mediation and moderation analyses, our research reveals that users exhibit high levels of social overload and privacy fatigue. Privacy concern and privacy fatigue, as emotion-based coping mechanisms in response to potential privacy threats, are significantly influenced by cognitive factors such as perceived risk, social overload, and self-efficacy. These emotional states, in turn, affect users' privacy disclosure intentions and behaviors. Our findings offer insights into the cognitive factors impacting privacy disclosure and suggest approaches for enhancing users' privacy protection on social media platforms. Practical implications include recommendations for social media service providers to adopt more concise and efficient user privacy settings, thereby improving users' privacy management capabilities. Additionally, the study's results can inform policy-making and platform design, aiding in the development of effective privacy protection measures and policies."
,2024,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1458460/full,"Artistic sports have a more positive impact on adolescents on the basis of basic sports. This study delves into the beneficial effects of Artistic sports compared to basic sports in enhancing academic self-efficacy in college students, and investigates the mediating roles of mindfulness, social anxiety, and academic procrastination in this process. A questionnaire survey was conducted among students in some universities in Gansu Province, collecting a total of online questionnaires, including males and females, with participants in Artistic sports courses and participants in basic sports. Data processing was carried out using SPSS . software and its plugin PROCESS. The analysis results indicate significant differences in mindfulness, social anxiety, academic procrastination, and academic self-efficacy among different types of sports training ; significant correlations were found among all variables . Sports training types can directly predict academic self-efficacy , further confirming that sports training types can directly predict academic self-efficacy. Moreover, mindfulness, social anxiety, and academic procrastination play a chain mediating role between Artistic sports and academic self-efficacy. These findings highlight the potential value of Artistic sports in enhancing academic self-efficacy and provide practical guidance for education policymakers, school administrators, teachers, parents, and students to promote adolescent academic and psychological health development. It is recommended to enhance the promotion and training of Artistic sports to improve the physical and mental health as well as academic achievements of adolescents."
,2024,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1500867/full,"Athletes' psychological quality and competitive level are deeply influenced by coaches' leadership behavior. It is of far-reaching significance to systematically investigate the relationship between them for carrying out scientific training and improving athletes' competitive level.This study aims to investigate the relationships among coach leadership behavior, the coach-athlete relationship, psychological fatigue, and athletes' performance, providing insights into enhancing athletes' sports performance.Using simple random sampling, athletes were recruited from professional training teams in the Xinjiang and Shanxi provinces of China as the study sample. The sample includes second-class national athletes, first-class national athletes, master-class athletes, and international-level athletes. Data were collected through offline surveys using the Coach Leadership Behavior Scale, the Tennis Performance Scale, the Coach-Athlete Relationship Questionnaire, and the Athlete Psychological Fatigue Questionnaire.) Democratic leadership behavior, autocratic leadership behavior, training and instruction behavior, social support behavior, and positive feedback behavior are positively correlated with the ""coach-athlete"" relationship and athlete performance, and negatively correlated with psychological fatigue.) The ""coach-athlete"" relationship and psychological fatigue can serve as both simple mediators and chain mediators between democratic leadership behavior, autocratic leadership behavior, training and instruction behavior, social support behavior, positive feedback behavior, and athlete performance.This study systematically explored the complex relationships among coach leadership behavior, the coach-athlete relationship, psychological fatigue, and athletes' sports performance. The findings suggest that positive coach leadership behavior may contribute to the development of athletes' performance. Furthermore, the study underscores the significance of the coach-athlete relationship and psychological fatigue as key mechanisms through which coach leadership behavior influences athletes' sports performance."
,2024,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1451015/full,"Background: Physical activity deficiency among adolescents represents a significant public health concern, particularly in home settings. While weight self-stigma has been identified as a potential barrier to physical activity, the mechanisms underlying this relationship remain unclear.Objective: This study examined how weight self-stigma influences adolescents' home physical activity through psychological needs satisfaction in exercise, and investigated the moderating role of family physical activity climate in this relationship.Method: Participants were , adolescents from three cities in Hunan Province, China. Data were collected at two time points to minimize common method bias. Participants completed measures of weight self-stigma, psychological needs satisfaction in exercise, family physical activity climate, and home physical activity.Results: Weight self-stigma negatively affected home physical activity . Psychological needs satisfaction in exercise partially mediated this relationship, with a significant indirect effect . Family physical activity climate moderated the relationship between psychological needs satisfaction and home physical activity . The moderated mediation analysis revealed stronger indirect effects at high levels of family physical activity climate compared to low levels ."
,2024,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1514795/full,"Introduction: Despite growing global interest in the emotional dimensions of academic writing, Romanian academic discourse remains underexplored, particularly in multilingual contexts. This study addresses this gap by analyzing a bilingual corpus of texts written in Romanian and English across various disciplines and genres. It aims to uncover emotional dimensions conveyed through linguistic markers, exploring how language, culture, and academic context shape students’ writing styles. Romania’s historical and social emphasis on formality, hierarchy, and indirectness in communication serves as a backdrop for examining these dynamics.Method: A corpus-based approach was adopted, utilizing the Linguistic Inquiry and Word Count tool to analyze linguistic and emotional markers. The bilingual ROGER corpus, containing texts from nine Romanian universities spanning multiple disciplines and genres, served as the dataset. Advanced data analysis techniques included supervised machine learning for language classification, network analysis to explore interactions among linguistic features, and cluster analysis to detect discipline- and genre-specific linguistic patterns.Results: The findings reveal distinct emotional patterns between Romanian and English academic writing. Romanian texts exhibit a higher degree of formality and indirectness, while English texts reflect greater assertiveness and personal engagement. Additionally, the Romanian corpus demonstrates less linguistic cohesion and a broader range of writing styles. Genre- and discipline-specific trends also emerge, with English coursework and analytical writing, predominantly from social sciences, displaying more personal and emotional expression than research-focused texts. In contrast, the Romanian corpus, characterized by a third cluster, presents less clear-cut patterns: humanities texts span both emotionally expressive and neutral tones, while research and academic papers frequently exhibit an achievement-oriented or entrepreneurial style, though a significant subset also reflects a highly disengaged profile. Discussion: By integrating machine learning, network analysis, and automatic language analysis, this study offers a novel perspective on how language, genre, and discipline-specific conventions shape emotional expression in academic writing. The results suggest that the Romanian students’ emotional personas in academic writing are influenced by all these factors, potentially shaped by the cultural norms of the second language, providing insights for teaching academic writing in multilingual settings."
,2024,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1414732/full,"This study investigates whether unfamiliar tone sandhi patterns in Tianjin Mandarin can be implicitly learned through an artificial language learning experiment, and if the acquired knowledge is rule-based and generalizable. Participants were trained to learn monosyllabic words and disyllabic phrases with their attention focused on a wordorder rule, while unknowingly being exposed to unfamiliar tone sandhi patterns. A judgment test with trial-to-trial confidence ratings was conducted to assess the learning outcomes and participants' awareness. Results revealed significantly abovechance performance on tone sandhi patterns for learned phrases. This learning effect was generalized to unseen phrases made up of familiar words, but not to phrases with new words, indicating a degree of abstraction across instances, though the learning is not fully rule-based. The confidence rating results suggest that participants were unaware of the structural sandhi knowledge, but the reaction time data of the judgment test indicate that the sandhi knowledge was learned with awareness at the level of noticing."
,2024,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1514621/full,
,2024,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1451843/full,"We evaluated a digital cognitive assessment platform, Philips IntelliSpace Cognition, in a case-control study of patients diagnosed with mild cognitive impairment and cognitively normal older adults. Performance on individual neuropsychological tests, cognitive z-scores, and Alzheimer's disease -specific composite scores was compared between the CN and MCI groups. These groups were matched for age, sex, and education. Performance on all but two neuropsychological tests was worse in the MCI group. After ranking the cognitive scores by effect size, we found that the memory score was the most impaired, followed by executive functioning. The Early AD/MCI Alzheimer's Cognitive Composite and Preclinical Alzheimer's Cognitive Composite scores were constructed from the digital tests on Philips IntelliSpace Cognition. Both AD-specific composite scores showed greater sensitivity and specificity than the Mini-Mental State Examination or individual cognitive z-scores. Together, these results demonstrate the diagnostic value of Philips IntelliSpace Cognition in patients with MCI."
,2024,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1450291/full,
