Title,Year,Link,Abstract
,2011,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2011.00386/full,"The mechanisms underlying vocal mimicry in animals remain an open question. Delphinidae are able to copy sounds from their environment that are not produced by conspecifics. Usually, these mimicries occur associated with the context in which they were learned. No reports address the question of separation between auditory memory formation and spontaneous vocal copying although the sensory and motor phases of vocal learning are separated in a variety of songbirds. Here we show that captive bottlenose dolphins produce, during their nighttime resting periods, non-dolphin sounds that they heard during performance shows. Generally, in the middle of the night, these animals produced vocal copies of whale sounds that had been broadcast during daily public shows. As their life history was fully known, we know that these captive dolphins had never had the opportunity to hear whale sounds before then. Moreover, recordings made before the whale sounds started being broadcast revealed that they had never emitted such sounds before. This is to our knowledge the first evidence for a separation between formation of auditory memories and the process of learning to produce calls that match these memories in a marine mammal. One hypothesis is that dolphins may rehearse some special events heard during the daytime and that they then express vocally what could be conceived as a more global memory. These results open the way for broader views on how animals might rehearse life events while resting or maybe dreaming."
,2011,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2011.00378/full,"Strong evidence has accumulated over the past years suggesting that orthography plays a role in spoken language processing. It is still unclear, however, whether the influence of orthography on spoken language results from a co-activation of posterior brain areas dedicated to low-level orthographic processing or whether it results from orthographic restructuring of phonological representations located in the anterior perisylvian speech network itself. To test these hypotheses, we ran a fMRI study that tapped orthographic processing in the visual and auditory modalities. As a marker for orthographic processing, we used the orthographic decision task in the visual modality and the orthographic consistency effect in the auditory modality. Results showed no specific orthographic activation neither for the visual nor the auditory modality in left posterior occipito-temporal brain areas that are thought to host the visual word form system. In contrast, specific orthographic activation was found both for the visual and auditory modalities at anterior sites belonging to the perisylvian region: the left dorsal–anterior insula and the left inferior frontal gyrus. These results are in favor of the restructuring hypothesis according to which learning to read acts like a “virus” that permanently contaminates the spoken language system."
,2011,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2011.00372/full,"A structural representation of the hand embedding information about the identity and relative position of fingers is necessary to counting routines. It may also support associations between numbers and allocentric spatial codes that predictably interact with other known numerical spatial representations, such as the mental number line . In this study, Western participants whose typical counting routine proceeded from thumb-to-little on both hands performed magnitude and parity binary judgments. Response keys were pressed either with the right index and middle fingers or with the left index and middle fingers in separate blocks. participants responded with either hands in prone posture and participants responded with either hands in supine posture. When hands were in prone posture, the counting direction of the left hand conflicted with the direction of the left–right MNL, whereas the counting direction of the right hand was consistent with it. When hands were in supine posture, the opposite was true. If systematic associations existed between relative number magnitude and an allocentric spatial representation of the finger series within each hand, as predicted on the basis of counting habits, interactions would be expected between hand posture and a unimanual version of the spatial–numerical association of response codes effect. Data revealed that with hands in prone posture a unimanual SNARC effect was present for the right hand, and with hands in supine posture a unimanual SNARC effect was present for the left hand. We propose that a posture-invariant body structural representation of the finger series provides a relevant frame of reference, a within-hand directional vector, that is associated to simple number processing. Such frame of reference can significantly interact with stimulus–response correspondence effects, like the SNARC, that have been typically attributed to the mapping of numbers on a left-to-right mental line."
,2011,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2011.00376/full,"Eye-tracking findings suggest people prefer to ground their spoken language comprehension by focusing on recently seen events more than anticipating future events: When the verb in NP-VERB-ADV-NP sentences was referentially ambiguous between a recently depicted and an equally plausible future clipart action, listeners fixated the target of the recent action more often at the verb than the object that hadn’t yet been acted upon. We examined whether this inspection preference generalizes to real-world events, and whether it is modulated by how often people see recent and future events acted out. In a first eye-tracking study, the experimenter performed an action , and then a spoken sentence either referred to that action or to an equally plausible future action . At the verb, people more often inspected the pancakes than the strawberries , thus replicating the recent-event preference with these real-world actions. Adverb tense, indicating a future versus past event, had no effect on participants’ visual attention. In a second study we increased the frequency of future actions such that participants saw / future and recent actions. During the verb people mostly inspected the recent action target, but subsequently they began to rely on tense, and anticipated the future target more often for future than past tense adverbs. A corpus study showed that the verbs and adverbs indicating past versus future actions were equally frequent, suggesting long-term frequency biases did not cause the recent-event preference. Thus, recent real-world actions can rapidly influence comprehension , and people prefer to first inspect a recent action target , even when past and future actions occur with equal frequency. A simple frequency-of-experience account cannot accommodate these findings."
,2011,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2011.00373/full,"A possible functional role of finger representations for the development of early numerical cognition has been the subject of recent debate; however, until now, only behavioral studies have directly supported this view. Working from recent models of number processing, we focused on the neural networks involved in numerical tasks and their relationship to the areas underlying finger representations and saccades in children aged – years. We were able to differentiate three parietal circuits that were related to distinct aspects of number processing. Abstract magnitude processing was subserved by an association area also activated by saccades and visually guided finger movements. Addition processes led to activation in an area only engaged during saccade encoding, whereas counting processes resulted in the activation of an area only activated during visually guided finger movements, namely in the anterior intraparietal sulcus. Apart from this area, a large network of specifically finger-related brain areas including the ventral precentral sulcus, supplementary motor area, dorso-lateral prefrontal cortex, insula, thalamus, midbrain, and cerebellum was activated during exact addition but not during magnitude comparison. Moreover, a finger-related activation cluster in the right ventral precentral sulcus was only present during non-symbolic addition and magnitude comparison, but not during symbolic number processing tasks. We conclude that finger counting may critically mediate the step from non-symbolic to symbolic and exact number processing via somatosensory integration processes and therefore represents an important example of embodied cognition."
,2011,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2011.00350/full,"Background: Ultrasound observation of fetal movement has documented general trends in motor development and fetal age when motor response to stimulation is observed. Evaluation of fetal movement quality, in addition to specific motor activity, may improve documentation of motor development and highlight specific motor responses to stimulation. Aim: The aim of this investigation was to assess fetal movement at and -weeks gestation during three conditions , and post-response). Design: A prospective, longitudinal design was utilized. Subjects: Twelve normally developing fetuses, eight females and four males, were examined with continuous ultrasound imaging. Outcome Measures: The fetal neurobehavioral coding system was used to evaluate the quality of motor activity during -s epochs over the three conditions. Results: Seventy-five percent of the fetuses at the -week assessment and % of the fetuses at the -week assessment responded with movement immediately following stimulation. Significant differences in head, fetal breathing, general, limb, and mouthing movements were detected between the and -week assessments. Movement differences between conditions were detected in head, fetal breathing, limb, and mouthing movements. Conclusion: Smoother and more complex movement was observed with fetal maturation. Following VAS stimulation, an immediate increase of large, jerky movements suggests instability in fetal capabilities. Fetal movement quality changes over gestation may reflect sensorimotor synaptogenesis in the central nervous system, while observation of immature movement patterns following VAS stimulation may reflect movement pattern instability."
,2011,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2011.00348/full,"In humans, there is a trade-off between the need to respond optimally to the salient environmental stimuli and the need to meet our long-term goals. This implies that a system of salience sensitive control exists, which trades task-directed processing off against monitoring and responding to potentially high salience stimuli that are irrelevant to the current task. Much cognitive control research has attempted to understand these mechanisms using non-affective stimuli. However, recent research has emphasized the importance of emotions, which are a major factor in the prioritization of competing stimuli and in directing attention. While relatively mature theories of cognitive control exist for non-affective settings, exactly how emotions modulate cognitive processes is less well understood. The attentional blink task is a useful experimental paradigm to reveal the dynamics of both cognitive and affective control in humans. Hence, we have developed the glance–look model, which has replicated a broad profile of data on the semantic AB task and characterized how attentional deployment is modulated by emotion. Taking inspiration from Barnard’s Interacting Cognitive Subsystems, the model relies on a distinction between two levels of meaning: implicational and propositional, which are supported by two corresponding mental subsystems: the glance and the look respectively. In our model, these two subsystems reflect the central engine of cognitive control and executive function. In particular, the interaction within the central engine dynamically establishes a task filter for salient stimuli using a neurobiologically inspired learning mechanism. In addition, the somatic contribution of emotional effects is modeled by a body-state subsystem. We argue that stimulus-driven interaction among these three subsystems governs the movement of control between them. The model also predicts attenuation effects and fringe awareness during the AB."
,2011,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2011.00364/full,"To test whether atypical number development may affect other types of quantity processing, we investigated temporal discrimination in adults with developmental dyscalculia . This also allowed us to test whether number and time may be sub-served by a common quantity system or decision mechanisms: if they do, both should be impaired in dyscalculia, but if number and time are distinct they should dissociate. Participants judged which of two successively presented horizontal lines was longer in duration, the first line being preceded by either a small or a large number prime or by a neutral symbol , or in a third task participants decided which of two Arabic numbers lasted longer. Results showed that DD’s temporal discriminability was normal as long as numbers were not part of the experimental design, even as task-irrelevant stimuli; however task-irrelevant numbers dramatically disrupted DD’s temporal discriminability the more their salience increased, though the actual magnitude of the numbers had no effect; in contrast controls’ time perception was robust to the presence of numbers but modulated by numerical quantity: therefore small number primes or numerical stimuli seemed to make durations appear shorter than veridical, but longer for larger numerical prime or numerical stimuli. This study is the first to show spared temporal discrimination – a dimension of continuous quantity – in a population with a congenital number impairment. Our data reinforce the idea of a partially shared quantity system across numerical and temporal dimensions, which supports both dissociations and interactions among dimensions; however, they suggest that impaired number in DD is unlikely to originate from systems initially dedicated to continuous quantity processing like time."
,2011,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2011.00353/full,"Strong reciprocity is considered here as the propensity to sacrifice resources to be kind or to punish in response to prior acts, a behavior not simply reducible to self-interest and a likely force behind human cooperation and sociality. The aim was to capture emerging signs of strong reciprocity in human ontogeny and across highly contrasted cultures. Three- and -year-old middle class American children were tested in a simple, multiple round, three-way sharing game involving the child, a generous puppet, and a stingy puppet. At the end of the game, the child was offered an opportunity to sacrifice some of her personal gains to punish one of the puppets. By years, American children demonstrate a willingness to engage in costly punishment. However, only -year-olds show some evidence of strong reciprocity by orienting their punishment systematically toward the stingy puppet. Further analyses and three additional control conditions demonstrate that such propensity is not simply reducible to straight imitation, or inequity aversion. To assess the relative universality of such development, a group of - to -year-old children from rural Samoa were tested and compared to age and gender-matched American children. Samoan children did not manifest the same propensity toward strong reciprocity. The results are interpreted as pointing to the developmental emergence of an ethical stance between and years of age, and that the expression of such stance by young children could depend on culture."
,2011,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2011.00377/full,"A comparison is made between the frequency of local minima in the analytic power of intracranial EEG from waking and unconscious human subjects and the frequency of putative frames of consciousness reported in earlier psychological literature. In ECoG from unconscious subjects, the frequency of deep minima in AP is found to be a linear function of bandwidth. In contrast, in ECoG from conscious subjects, the bandwidth/minima-frequency curve saturates or plateaus at minima frequencies similar to the frequencies of previously reported frames of consciousness. This result is consistent with the hypothesis that local minima in AP may act as the shutter in a cinematographic model of consciousness. The fact that artificially generated samples of black noise with power spectra similar to ECoG data give similar results in the analyses above suggests that the discontinuous nature of consciousness is not due to some specifically biological factor, but is simply a consequence of the physical properties of the /f oscillations that are widely found in nature."
