Title,Year,Link,Abstract
,2016,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2016.01770/full,"When trying to examine outcomes such as welfare and well-being, research tends to focus on main effects and take into account limited numbers of variables at a time. There are a number of techniques that may help address this problem. For example, many statistical packages available in R provide easy-to-use methods of modeling complicated analysis such as classification and tree regression . The present research illustrates the value of recursive partitioning in the prediction of perceived organizational support in a sample of more than Italian bankers. Utilizing the tree function party package in R, we estimated a regression tree model predicting perceived organizational support from a multitude of job characteristics including job demand, lack of job control, lack of supervisor support, training, etc. The resulting model appears particularly helpful in pointing out several interactions in the prediction of perceived organizational support. In particular, training is the dominant factor. Another dimension that seems to influence organizational support is reporting . Results are discussed from a theoretical and methodological point of view."
,2016,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2016.02017/full,"Unmerited authorship is a practice common to many countries around the world, but are there systematic cultural differences in the practice? We tested whether scientists from collectivistic countries are more likely to add unmerited coauthors than scientists from individualistic countries. We analyzed archival data from top scientific journals and found that national collectivism predicted the number of authors, which might suggest more unmerited authors. Next, we found that collectivistic scientists were more likely to add unmerited coauthors than individualistic scientists, both between cultures and within cultures . Finally, we found that priming people with collectivistic self-construal primes made them more likely to endorse questionable authorship attitudes . These findings show that culture collectivism is related to unmerited authorship."
,2016,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2016.02016/full,"Non-verbal social interaction between humans requires accurate understanding of the others’ actions. The cognitivist approach suggests that successful interaction depends on the creation of a shared representation of the task, where the pairing of perceptive and motor systems of partners allows inclusion of the other’s goal into the overarching representation. Activity of the Mirror Neurons System is thought to be a crucial mechanism linking two individuals during a joint action through action observation. The construction of a shared representation of an interaction depends upon sensorimotor cognitive processes that modulate the ability to adapt in time and space. We attempted to detect individuals’ behavioral/kinematic change resulting in a global amelioration of performance for both subjects when a common representation of the action is built using a repetitive joint action. We asked pairs of subjects to carry out a simple task where one puts a base in the middle of a table and the other places a parallelepiped fitting into the base, the crucial manipulation being that participants switched roles during the experiment. We aimed to show that a full comprehension of a joint action is not an automatic process. We found that, before switching the interactional role, the participant initially placing the base orientated it in a way that led to an uncomfortable action for participants placing the parallelepiped. However, after switching roles, the action’s kinematics by the participant who places the base changed in order to facilitate the action of the other. More precisely, our data shows significant modulation of the base angle in order to ease the completion of the joint action, highlighting the fact that a shared knowledge of the complete action facilitates the generation of a common representation. This evidence suggests the ability to establish an efficient shared representation of a joint action benefits from physically taking our partner’s perspective because simply observing the actions of others may not be enough."
,2016,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2016.01943/full,"This study examines the lexical representation and processing of noun-noun compounds and their grammatical gender during speech production in German, a language that codes for grammatical gender . Using a picture-word interference paradigm, participants produced determiner-compound noun phrases in response to pictures, while ignoring written distractor words. Compound targets were either semantically transparent or opaque , and their constituent nouns either had the same or a different gender . Effects of gender-congruent but otherwise unrelated distractor nouns, and of two morphologically related distractors corresponding to the first or second constituent were assessed relative to a completely unrelated, gender-incongruent distractor baseline. Both constituent distractors strongly facilitated compound naming, and these effects were independent of the targets' semantic transparency. This supports retrieval of constituent morphemes for semantically transparent and opaque compounds during speech production. Furthermore, gender congruency between compounds and distractors did not speed up naming in general, but interacted with gender match of the compounds' constituent nouns, and their semantic transparency. A significant gender-congruency effect was obtained with semantically transparent compounds, consisting of two constituent nouns of the same gender, only. In principle, this pattern is compatible with a multiple lemma representation account for semantically transparent, but not for opaque compounds. The data also fit with a more parsimonious, holistic representation for all compounds at the lemma level, when differences in co-activation patterns for semantically transparent and opaque compounds are considered."
,2016,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2016.02037/full,People who are high in victim-sensitivity—a personality trait characterized by a strong fear of being exploited by others—are more likely to attend to social cues associated with untrustworthiness rather than to cues associated with trustworthiness compared with people who are low in victim-sensitivity. But how do these people react when an initial expectation regarding a target’s trustworthiness turns out to be false? Results from two studies show that victim-sensitive compared with victim-insensitive individuals show enhanced source memory and greater change in person perception for negatively labeled targets that violated rather than confirmed negative expectations . These findings are in line with recent theorizing on schema inconsistency and expectancy violation effects in social cognition and with research on the different facets of justice sensitivity in personality psychology.
,2016,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2016.02009/full,"Management and organization research has traditionally focused on employees’ work role and the interface between their work and family roles. We suggest that persons assume a third role in modern society that is relevant to work and organizations, namely the Information and Communication Technology User role. Based on role theory and boundary theory, we develop propositions about the characteristics of this role, as well as how ICTU role characteristics are related to boundary spanning activity, inter-role spillover with the work role, and work role performance. To this end, we first conceptualize the ICTU role and its associations with work and family roles. We then apply identity theory and boundary management theory to advance our understanding of how the ICTU role is related to criteria that are important to individuals and to organizations, namely self-selection into certain types of work roles and positive and negative inter-role spillover. The implications of this role for theory, research, and practice in management and organizations are discussed."
,2016,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2016.02044/full,"Middle school students were assessed months after the Wenchuan earthquake using measures of trauma exposure, fear, resilience, and depression, to examine the effects of fear and resilience on the relationship between trauma exposure and depression. Fear mediated the relationship between trauma exposure and depression, whereas resilience moderated the relationship between fear and depression. These findings suggest that trauma exposure has a direct positive impact on depression, but also indirectly affects depression through fear. Moreover, fear positively predicted depression under conditions of low resilience, whereas this effect was not significant when resilience was high. These results are discussed in terms of their implications for adolescents after trauma."
,2016,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2016.02010/full,"Researchers in the domain of haptic training are now entering the long-standing debate regarding whether or not it is best to learn a skill by experiencing errors. Haptic training paradigms provide fertile ground for exploring how various theories about feedback, errors and physical guidance intersect during motor learning. Our objective was to determine how error minimizing, error augmenting and no haptic feedback while learning a self-paced curve-tracing task impact performance on delayed retention and transfer tests, which indicate learning. We assessed performance using movement time and tracing error to calculate a measure of overall performance – the speed accuracy cost function. Our results showed that despite exhibiting the worst performance during skill acquisition, the error augmentation group had significantly better accuracy than the error minimization group on delayed retention and transfer tests. The control group’s performance fell between that of the two experimental groups but was not significantly different from either on the delayed retention test. We propose that the nature of the task coupled with the error augmentation group’s frequent off-target experience and rich experience of error-correction promoted information processing related to error-detection and error-correction that are essential for motor learning."
,2016,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2016.02011/full,"The aim of this study was to analyze the factorial invariance and latent means differences of the Spanish version of the School Refusal Assessment Scale-Revised for Children in a sample of , students aged – years . The results revealed that the proposed model in this study, with a structure of items divided into four factors , was the best-fit model with a tetra-factorial structure, remaining invariant across gender and age. Analysis of latent means differences indicated that boys and -year-old students scored highest on the Tangible Reinforcements subscale compared with their - and -year-old peers. On the contrary, for the subscales of Social Aversion and/or Evaluation and to Pursue Attention, the differences were significant and higher in younger age groups compared to -year-olds. Appropriate indexes of reliability were obtained for SRAS-R-C subscales . Finally, the founded correlation coefficients of scores of the SRAS-R-C revealed a predictable pattern between school refusal and positive/negative affect and optimism/pessimism."
,2016,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2016.01962/full,"This paper aims to test whether the use of contraries can facilitate spatial problem solving. Specifically, we examined whether a training session which included explicit guidance on thinking in contraries would improve problem solving abilities. In our study, the participants in the experimental condition were exposed to a brief training session before being presented with seven visuo-spatial problems to solve. During training it was suggested that it would help them to find the solution to the problems if they systematically transformed the spatial features of each problem into their contraries. Their performance was compared to that of a control group . Two participation conditions were considered: small groups and individuals. Higher success rates were found in the groups exposed to training as compared to the individuals , even though the time required to find a solution was longer. In general, participants made more attempts when participating in groups than individually. The number of drawings done while the participants were trying to solve the problems did not increase after training. In order to explore if the quality of drawings was modified, we sampled one problem out of the seven we had used in the experiment and examined the drawings in detail. Differences between the training and no training conditions emerged in terms of properties focused on and transformed in the drawings. Based on these results, in the final discussion possible explanations are suggested as to why training had positive effects specifically in the group condition."
