Title,Year,Link,Abstract
,2018,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2018.02601/full,"Within cognitive neuroscience, there is burgeoning interest in how the body is represented in the adult brain. However, there are large gaps in the understanding of neural body representations from a developmental perspective. Of particular interest are the interconnections between somatosensation and vision, specifically infants’ abilities to register correspondences between their own bodies and the bodies of others. Such registration may play an important role in social learning and in engendering feelings of connectedness with others. In the current study, we further explored the interpersonal aspects of neural body representations by examining whether responses to tactile stimulation in -month-old infants are influenced by viewing another’s body. During EEG recording, infants observed a live presentation of an experimenter’s hand or foot being touched. During the presentation of touch to the adult’s hand or foot, the infant received a brief tactile touch to their right hand or right foot. This resulted in four conditions: receive hand stimulation/observe hand stimulation, receive hand stimulation/observe foot stimulation, receive foot stimulation/observe hand stimulation, and receive foot stimulation/observe foot stimulation. Analyses compared responses overlying hand and foot regions when the observed limb matched the stimulated limb and did not match . In line with prior work, tactile stimulation elicited a somatotopic pattern of results in the somatosensory evoked potential and the sensorimotor mu rhythm . Cross-modal influences were observed in the beta rhythm response and in the late potential of the SEP response . Beta desynchronization was greater for congruent compared to incongruent conditions. Additionally, tactile stimulation to the foot elicited larger mean amplitudes for congruent compared to incongruent conditions. The opposite was true for stimulation to the hand. This set of novel findings suggests the importance of considering cross-modal effects in the study of neural body representations in the infant brain. Continued work in this new area of infant neuroscience research can inform how interpersonal aspects of body representations may serve to undergird early social learning."
,2018,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2018.02649/full,"The study was designed to examine whether trait emotional intelligence would moderate the impact of negative emotions at work on job burnout. A total of female nurses participated in this study and completed measures of trait affectivity, emotional intelligence, anger and sadness at work, and burnout. The results revealed significant and positive relationships between both types of negative emotions and burnout above and beyond demographics and the nurses’ trait affectivity. Importantly, the study demonstrated that trait emotional intelligence buffers the effects of negative emotions on burnout. Specifically, anger- and sadness-related emotions predicted greater burnout among nurses with low trait emotional intelligence but not among nurses with high trait emotional intelligence. These results suggest that emotional intelligence training could be implemented to prevent the adverse effect of negative emotions felt at work on job burnout."
,2018,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2018.02586/full,"Previous studies have found that neural functional abnormalities detected by functional magnetic resonance imaging in brain regions implicated in reward processing during reward tasks show promise to distinguish bipolar from unipolar depression , but little is known regarding resting-state functional connectivity within the reward circuit. In this study, we investigated neurobiomarkers for early recognition of bipolar disorder by retrospectively comparing rsFC within the reward circuit between UD and depressed BD. Sixty-six depressed patients were enrolled, none of whom had ever experienced any manic/hypomanic episodes before baseline. Simultaneously, matched healthy controls were also recruited. Neuroimaging data of each participant were obtained from resting-state fMRI scans. Some patients began to manifest bipolar disorder during the follow-up period. All patients were retrospectively divided into two groups according to the presence or absence of mania/hypomania in the follow-up. rsFC between key regions of the reward circuit was calculated and compared among groups. Results showed decreased rsFC between the left ventral tegmental area and left ventral striatum in the tBD group compared with the UD group, which showed good accuracy in predicting diagnosis according to receiver operating characteristic analysis. No significant different rsFC was found within the reward circuit between any patient group and HC. Our preliminary findings indicated that bipolar disorder, in early depressive stages before onset of mania/hypomania attacks, already differs from UD in the reward circuit of VTA-VS functional synchronicity at the resting state."
,2018,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2018.02462/full,"Violent extremism is often explicitly motivated by commitment to abstract ideals such as the nation or divine law—so-called “sacred” values that are relatively insensitive to material incentives and define our primary reference groups. Moreover, extreme pro-group behavior seems to intensify after social exclusion. This fMRI study explores underlying neural and behavioral relationships between sacred values, violent extremism, and social exclusion. Ethnographic fieldwork and psychological surveys were carried out among young men from a European Muslim community in neighborhoods in and around Barcelona, Spain. Candidates for an fMRI experiment were selected from those who expressed willingness to engage in or facilitate, violence associated with jihadist causes; of whom agreed to be scanned. In the scanner, participants were assessed for their willingness to fight and die for in-group sacred values before and after an experimental manipulation using Cyberball, a toss ball game known to yield strong feelings of social exclusion. Results indicate that neural activity associated with sacred value processing in a sample vulnerable to recruitment into violent extremism shows marked activity in the left inferior frontal gyrus, a region previously associated with sacred values and rule retrieval. Participants also behaviorally expressed greater willingness to fight and die for sacred versus nonsacred values, consistent with previous studies of combatants and noncombatants. The social exclusion manipulation specifically affected nonsacred values, increasing their similarities with sacred values in terms of heightened left inferior frontal activity and greater expressed willingness to fight and die. These findings suggest that sacralization of values interacts with willingness to engage in extreme behavior in populations vulnerable to radicalization. In addition, social exclusion may be a relevant factor motivating violent extremism and consolidation of sacred values. If so, counteracting social exclusion and sacralization of values should figure into policies to prevent radicalization."
,2018,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2018.02657/full,"Background: Overweight and obesity are growing problems, with more attention recently, to the role of stress in the starting and maintaining process of these clinical problems. However, the mechanisms are not yet known and well-understood; and ecological momentary analyses like the daily variations between stress and eating are far less studied. Emotional eating is highly prevalent and is assumed to be an important mechanism, as a maladaptive emotion regulation strategy, in starting and maintaining the vicious cycle of obesity.Objectives: The present study aims to investigate in youngsters the daily relationship between stress and the trajectories of self-reported eating behavior throughout week; as well as the moderating role of emotion regulation and emotional eating in an average weight population.Methods: Participants were average weighted youngsters between the age of and years . The youngsters filled in a trait-questionnaire on emotion regulation and emotional eating at home before starting the study, and answered an online diary after school time, during seven consecutive days. Desire to eat motives, hunger eating motives and snacking were assessed daily for seven consecutive days.Results: Using multilevel analyses results revealed that daily stress is significantly associated with trajectories of desire to eat motives and hunger eating motives. No evidence was found for the moderating role of maladaptive ER in these relationships; marginally significant evidence was found for the moderating role of emotional eating in the trajectories of desire to eat and snacking.Discussion: These results stress the importance of looking into the daily relationship between stress and eating behavior parameters, as both are related with change over and within days. More research is needed to draw firm conclusion on the moderating role of ER strategies and emotional eating."
,2018,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2018.02631/full,"Recent research in the educational context has focused not only on academic achievement but also on subjective well-being as both play a major role in students’ lives. Whereas the determinants of academic achievement have been extensively investigated, little research has been conducted on school-related determinants of SWB in comparison with other students’ characteristics. In the present cross-sectional study, we set out to investigate whether perceived school climate predicts school grades and SWB above and beyond other variables that are important for SWB and academic achievement. A sample of th and th grade students completed measures of SWB, perceived school climate, test anxiety, self-efficacy, and interest. Grade point average indicated students’ academic achievement. Data were analyzed with latent structural equation models in which GPA and SWB were regressed on the school climate variables and students’ characteristics. Results indicated that a positive school climate as well as self-efficacy and the worry component of test anxiety predicted SWB and/or GPA after all other variables were controlled for. Directions for future research and the importance of school climate variables on adolescents’ SWB and academic achievement are discussed."
,2018,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2018.02572/full,"In China, aging is becoming an increasingly serious issue, and the Chinese government are paying more attention to the life satisfaction of the elderly. Nevertheless, in their daily lives, the elderly are often discriminated against, which may have a negative impact on their life satisfaction. To enable a better understanding of these relationships, we discuss the factors affecting the macro-system and micro-system of the elderly. Three hundred and ninety-one elderly people from three communities in the Anhui and Shandong provinces of China participated in our study. Each participant completed the appropriate questionnaires, including: perceived discrimination measure, national identity questionnaire, sense of community questionnaire, and life satisfaction questionnaire. The results of structural equation modeling revealed that perceived discrimination negatively influenced life satisfaction through national identity and community. Perceived discrimination was found to negatively predict national identity, suggesting that perceived discrimination brings a negative influence to national identity within Chinese culture. The relationship between perceived discrimination and life satisfaction was partially mediated by the chain of national identity and sense of community. The size of the total mediation effect was .%. The relationship between perceived discrimination and life satisfaction, when mediated by national identity or sense of community, was not significant. This suggests that the application of the rejection-identification model to the elderly in China may produce different results. The limitations and the implications of our study were considered in discussion."
,2018,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2018.02565/full,"The physical properties of events are known to modulate perceived time. This study tested the effect of different quantitative and qualitative features of observed motion on time perception in three complementary experiments. Participants were tested in the temporal discrimination task, in which they were asked to categorize durations of walking animations as “short” or “long.” We predicted the faster observed walking to speed up temporal integration and thereby to shift the point of subjective equality leftward, and this effect to increase monotonically with increasing walking speed. To this end, we tested participants with two different ranges of walking speeds in Experiment and and observed a parametric effect of walking speed on perceived time irrespective of the direction of walking . Experiment contained a more plausible backward walking animation compared to the rewound walking animation used in Experiments and . The effect of walking-speed and the lack of the effect of walking direction on perceived time were replicated in Experiment . Our results suggest a strong link between the speed but not the direction of perceived biological motion and subjective time."
,2018,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2018.02638/full,"Self-compassion is natural, trainable and multi-faceted human capacity. To date there has been little research into the role of culture in influencing the conceptual structure of the underlying construct, the relative importance of different facets of self-compassion, nor its relationships to cultural values. This study employed a cross-cultural design, with , participants from purposively sampled datasets drawn from different countries. We aimed to assess the relevance of positive and negative items when building the self-compassion construct, the convergence among the self-compassion components, and the possible influence of cultural values. Each dataset comprised undergraduate students who completed the “Self-Compassion Scale” . We used a confirmatory factor analysis approach to the multitrait-multimethod model, separating the variability into self-compassion components , method , and error . The normative scores of the Values Survey Module in each country, according to the cultural dimensions of individualism, masculinity, power distance, long-term orientation, uncertainty avoidance, and indulgence, were considered. We used Spearman coefficients to assess the degree of association between the cultural values and the variance coming from the positive and negative items to explain self-compassion traits, as well as the variance shared among the self-compassion traits, after removing the method effects produced by the item valence. The CFA applied to the MTMM model provided acceptable fit in all the samples. Positive items made a greater contribution to capturing the traits comprising self-compassion when the long-term orientation cultural value was higher . Negative items did not make significant contributions to building the construct when the individualism cultural value was higher, but moderate effects were found . The level of common variance among the self-compassion trait factors was inversely related to the indulgence cultural value . The extent to which the positive and negative items contribute to explain self-compassion, and that different self-compassion facets might be regarded as reflecting a broader construct, might differ across cultural backgrounds."
,2018,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2018.02616/full,"How music training and expertise influence non-musical abilities is a widely researched topic. Most studies focus on the differences between adult professional musicians and non-musicians, or examine the effects of intensive instrumental training in childhood. However, the impact of music programs developed in regular school contexts for children from low-income communities is poorly explored. We conducted a longitudinal training study in such communities to examine if collective music training enhances fine motor abilities, when compared to a homologous training program in sports , and to no specific training. The training programs in music and sports had the same duration, weeks, and were homologous in structure. A pre-test, training, post-test and follow-up design was adopted. Children attending the rd grade were pseudorandomly divided into three groups, music, sports and control that were matched on demographic and intellectual characteristics. Fine motor abilities were assessed with the Purdue pegboard test and with the Grooved pegboard test. All groups improved in manipulative dexterity that was not affected by type of training. On bimanual coordination and manual dexterity, however, a robust and stable advantage of music training emerged. At the end of training , children from the music group significantly outperformed children from the sports and control groups, an advantage that persisted at follow-up months after training at the start of the following school year. Also, at follow-up none of the children from the music group were performing below the th percentile in the Purdue pegboard subtests and more than half were performing at the high end level . Children from the sports group also improved significantly from pre- to post-test but their performance was not significantly different from that of the control group. These results show that an affordable, collective-based music practice impacts positively on fine-motor abilities, a finding that is relevant for a better understanding of the impact of music in childhood development, and that may have implications for education at the primary grade."
,2018,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2018.02635/full,"Background: Written and online information about cognitive-behavioral therapy prioritizes the role of specific techniques and typically omits discussion of “common factors” . However, according to extensive psychotherapy process research the common factors may be important mediators of client improvement.Objectives: This study aimed to assess lay opinions about the role of specific and common factors in CBT for depression. We also aimed to determine how different client disclosure processes might affect lay opinions about the relative importance of specific and common factors in CBT.Methods: We conducted a web-based experiment involving a sample of US participants who had never undergone psychotherapy. All participants were presented with similar vignettes describing an individual suffering from depression whose doctor recommends CBT. Participants were randomized to read one of six vignettes created in a × factorial design that crossed client gender with type of informed consent .Results: Disclosure type had a significant effect on participants' ratings of Common and Specific factors in psychotherapy. As compared to the CBT disclosure, participants allocated to the Common Factors disclosure rated Empathy and Positive Regard as significantly more important to treatment outcome, and rated the Specific factors of CBT as significantly less important to outcome. There were no significant differences between No Disclosure and Standard CBT Disclosure, and these participants rated Specific factors of CBT and the Working Alliance as more important components in treatment, and Empathy and Positive Regard as less important.Conclusions: The content of information disclosures influences lay opinions about the importance of specific and common factors in CBT. Further research should investigate ethically acceptable disclosures to CBT and other forms of psychotherapy, including whether disclosure practices affect treatment outcome."
